Bug编号,Source数据库类型,Source数据库版本,Sink数据库类型,Sink数据库版本,CDC工具类型,CDC受影响版本,CDC修复版本,依赖软件,依赖软件版本,,,软件情况,故障表现,首次报告时间,确认修复时间,修复 commit hash,tool_created_at,tool_updated_at,tool_closed_at,tool_merged_at,tool_merge_commit_hash,tool_labels,tool_files_changed,tool_total_comments_count,tool_total_chars,tool_total_words,tool_total_bytes,issue_comments_count,issue_comments_chars,issue_comments_words,issue_comments_bytes,review_comments_count,review_comments_chars,review_comments_words,review_comments_bytes,pr_detail_title_chars,pr_detail_body_chars,pr_detail_comments_count,pr_detail_review_comments_count,review_blocs_count,review_blocs_chars,review_blocs_words,review_blocs_bytes
FLINK-36763,,,,,Flink CDC,3.2.0,3.4.0,Flink,1.18.1,,,潜在故障（核心）,,2024/11/21 06:33,2024/12/23 10:44,84244672399e21585217589e205d881e05562cf8,2024-12-13T10:13:52Z,2024-12-24T06:11:44Z,2024-12-24T06:11:44Z,2024-12-24T06:11:44Z,84244672399e21585217589e205d881e05562cf8,values-pipeline-connector;composer;common;runtime;build;e2e-tests;mysql-pipeline-connector;doris-pipeline-connector;starrocks-pipeline-connector;migration-tests;paimon-pipeline-connector;reviewed;approved;elasticsearch-pipeline-connector,.github/workflows/flink_cdc_base.yml;.github/workflows/flink_cdc_ci.yml;.github/workflows/flink_cdc_ci_nightly.yml;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/event/AddColumnEvent.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/event/AlterColumnTypeEvent.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/event/CreateTableEvent.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/event/DataChangeEvent.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/event/DropColumnEvent.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/event/DropTableEvent.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/event/FlushEvent.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/event/RenameColumnEvent.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/event/SchemaChangeEvent.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/event/TableId.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/event/TruncateTableEvent.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/route/RouteRule.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/schema/Schema.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/source/DataSource.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/utils/SchemaMergingUtils.java;flink-cdc-common/src/main/java/org/apache/flink/cdc/common/utils/SchemaUtils.java;flink-cdc-common/src/test/java/org/apache/flink/cdc/common/utils/SchemaMergingUtilsTest.java;flink-cdc-composer/src/main/java/org/apache/flink/cdc/composer/flink/FlinkPipelineComposer.java;flink-cdc-composer/src/main/java/org/apache/flink/cdc/composer/flink/translator/DataSourceTranslator.java;flink-cdc-composer/src/main/java/org/apache/flink/cdc/composer/flink/translator/PartitioningTranslator.java;flink-cdc-composer/src/main/java/org/apache/flink/cdc/composer/flink/translator/SchemaOperatorTranslator.java;flink-cdc-composer/src/main/java/org/apache/flink/cdc/composer/flink/translator/TransformTranslator.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkParallelizedPipelineITCase.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineComposerITCase.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineComposerLenientITCase.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/testsource/factory/DistributedDataSourceFactory.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/testsource/source/DistributedDataSource.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/testsource/source/DistributedSourceFunction.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/testsource/source/DistributedSourceOptions.java;flink-cdc-composer/src/test/resources/META-INF/services/org.apache.flink.cdc.common.factories.Factory;flink-cdc-composer/src/test/resources/ref-output/distributed-ignore.txt;flink-cdc-composer/src/test/resources/ref-output/distributed.txt;flink-cdc-composer/src/test/resources/ref-output/regular.txt;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-doris/src/test/java/org/apache/flink/cdc/connectors/doris/sink/DorisMetadataApplierITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-elasticsearch/pom.xml;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/pom.xml;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/main/java/org/apache/flink/cdc/connectors/mysql/source/MySqlDataSource.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/java/org/apache/flink/cdc/connectors/mysql/source/MySqlParallelizedPipelineITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-mysql/src/test/java/org/apache/flink/cdc/connectors/mysql/testutils/MySqSourceTestUtils.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/v2/bucket/BucketAssignOperator.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/v2/bucket/BucketWrapperEventSerializer.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/v2/bucket/BucketWrapperFlushEvent.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-starrocks/src/test/java/org/apache/flink/cdc/connectors/starrocks/sink/StarRocksMetadataApplierITCase.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-values/src/main/java/org/apache/flink/cdc/connectors/values/sink/ValuesDataSinkHelper.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/MysqlE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/RouteE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/SchemaEvolveE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/SchemaEvolvingTransformE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/TransformE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/utils/PipelineTestEnvironment.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/pom.xml;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/java/org/apache/flink/cdc/migration/tests/MigrationTestBase.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/java/org/apache/flink/cdc/migration/tests/SchemaManagerMigrationTest.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationTest.java;flink-cdc-migration-tests/flink-cdc-migration-testcases/src/test/java/org/apache/flink/cdc/migration/tests/TableChangeInfoMigrationTest.java;flink-cdc-migration-tests/flink-cdc-release-3.0.0/pom.xml;flink-cdc-migration-tests/flink-cdc-release-3.0.0/src/main/java/com/ververica/cdc/migration/tests/MigrationMockBase.java;flink-cdc-migration-tests/flink-cdc-release-3.0.0/src/main/java/com/ververica/cdc/migration/tests/SchemaManagerMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.0.0/src/main/java/com/ververica/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.0.1/pom.xml;flink-cdc-migration-tests/flink-cdc-release-3.0.1/src/main/java/com/ververica/cdc/migration/tests/MigrationMockBase.java;flink-cdc-migration-tests/flink-cdc-release-3.0.1/src/main/java/com/ververica/cdc/migration/tests/SchemaManagerMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.0.1/src/main/java/com/ververica/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.1.0/src/main/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.1.1/src/main/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.2.0/pom.xml;flink-cdc-migration-tests/flink-cdc-release-3.2.0/src/main/java/org/apache/flink/cdc/migration/tests/MigrationMockBase.java;flink-cdc-migration-tests/flink-cdc-release-3.2.0/src/main/java/org/apache/flink/cdc/migration/tests/SchemaManagerMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.2.0/src/main/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.2.0/src/main/java/org/apache/flink/cdc/migration/tests/TableChangeInfoMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.2.1/pom.xml;flink-cdc-migration-tests/flink-cdc-release-3.2.1/src/main/java/org/apache/flink/cdc/migration/tests/MigrationMockBase.java;flink-cdc-migration-tests/flink-cdc-release-3.2.1/src/main/java/org/apache/flink/cdc/migration/tests/SchemaManagerMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.2.1/src/main/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-3.2.1/src/main/java/org/apache/flink/cdc/migration/tests/TableChangeInfoMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-snapshot/src/main/java/org/apache/flink/cdc/migration/tests/SchemaManagerMigrationMock.java;flink-cdc-migration-tests/flink-cdc-release-snapshot/src/main/java/org/apache/flink/cdc/migration/tests/SchemaRegistryMigrationMock.java;flink-cdc-migration-tests/pom.xml;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/SchemaOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/CoordinationResponseUtils.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/CoordinatorExecutorThreadFactory.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/SchemaDerivator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/SchemaManager.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/SchemaRegistry.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/TableIdRouter.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/event/FlushSuccessEvent.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/event/GetEvolvedSchemaRequest.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/event/GetEvolvedSchemaResponse.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/event/GetOriginalSchemaRequest.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/event/GetOriginalSchemaResponse.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/event/SinkWriterRegisterEvent.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/common/metrics/SchemaOperatorMetrics.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/coordinator/SchemaDerivation.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/coordinator/SchemaRegistry.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/coordinator/SchemaRegistryRequestHandler.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/distributed/SchemaCoordinator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/distributed/SchemaCoordinatorProvider.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/distributed/SchemaOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/distributed/SchemaOperatorFactory.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/distributed/event/SchemaChangeRequest.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/distributed/event/SchemaChangeResponse.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/event/SchemaChangeProcessingResponse.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/event/SchemaChangeResultRequest.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/event/SchemaChangeResultResponse.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/regular/SchemaCoordinator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/regular/SchemaCoordinatorProvider.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/regular/SchemaOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/regular/SchemaOperatorFactory.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/regular/event/SchemaChangeRequest.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/schema/regular/event/SchemaChangeResponse.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/sink/DataSinkFunctionOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/sink/DataSinkWriterOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/sink/SchemaEvolutionClient.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/PostTransformOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/PreTransformOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/partitioning/DistributedPrePartitionOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/partitioning/PartitioningEvent.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/partitioning/RegularPrePartitionOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/serializer/event/EventSerializer.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/serializer/event/PartitioningEventSerializer.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/serializer/event/SchemaChangeEventSerializer.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/schema/common/SchemaDerivatorTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/schema/common/SchemaManagerTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/schema/common/SchemaTestBase.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/schema/common/TableIdRouterTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/schema/coordinator/SchemaDerivationTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/schema/distributed/SchemaEvolveTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/schema/regular/SchemaEvolveTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/schema/regular/SchemaOperatorTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/transform/PostTransformOperatorTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/transform/PreTransformOperatorTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/transform/TransformOperatorWithSchemaEvolveTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/transform/UnifiedTransformOperatorTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/partitioning/PrePartitionOperatorTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/serializer/event/EventSerializerTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/serializer/event/PartitioningEventSerializerTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/testutils/operators/DistributedEventOperatorTestHarness.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/testutils/operators/RegularEventOperatorTestHarness.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/testutils/schema/TestingSchemaRegistryGateway.java;tools/mig-test/datastream/compile_jobs.rb;tools/mig-test/datastream/datastream-2.4.2/pom.xml;tools/mig-test/datastream/datastream-2.4.2/src/main/java/DataStreamJob.java;tools/mig-test/datastream/datastream-3.0.0/pom.xml;tools/mig-test/datastream/datastream-3.0.0/src/main/java/DataStreamJob.java;tools/mig-test/datastream/datastream-3.0.1/.gitignore;tools/mig-test/datastream/datastream-3.0.1/pom.xml;tools/mig-test/datastream/datastream-3.0.1/src/main/java/DataStreamJob.java;tools/mig-test/datastream/datastream-3.1.0/.gitignore;tools/mig-test/datastream/datastream-3.1.1/.gitignore;tools/mig-test/datastream/datastream-3.2.0/.gitignore;tools/mig-test/datastream/datastream-3.2.0/pom.xml;tools/mig-test/datastream/datastream-3.2.0/src/main/java/DataStreamJob.java;tools/mig-test/datastream/datastream-3.2.1/.gitignore;tools/mig-test/datastream/datastream-3.2.1/pom.xml;tools/mig-test/datastream/datastream-3.2.1/src/main/java/DataStreamJob.java;tools/mig-test/datastream/run_migration_test.rb;tools/mig-test/prepare_libs.rb;tools/mig-test/run_migration_test.rb,25,6090,814,6094,5,3902,511,3902,17,2127,292,2131,113,2382,5,20,3,61,11,61
FLINK-36771,MongoDB,,,,Flink CDC,3.2.0,3.3.0,Flink,1.18.1,,,崩溃故障（待确认）,,2024/11/22 04:20,2024/12/13 07:13,0037c4379e989f346c7b0ddeb2e6d28a95903fa7,2024-11-22T05:51:37Z,2024-12-13T07:12:11Z,2024-12-13T07:12:10Z,2024-12-13T07:12:10Z,0037c4379e989f346c7b0ddeb2e6d28a95903fa7,mysql-cdc-connector;base;oracle-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/enumerator/IncrementalSourceEnumerator.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/enumerator/MySqlSourceEnumerator.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-oracle-cdc/src/test/java/org/apache/flink/cdc/connectors/oracle/source/NewlyAddedTableITCase.java,2,35,4,35,2,35,4,35,0,0,0,0,112,64,2,0,0,0,0,0
FLINK-36772,,,,,Flink CDC,3.2.0,3.3.0,Flink,1.18.1,,,潜在故障,,2024/11/22 04:35,2024/11/22 08:03,1d4e36696966a5d25680cc8cbbbbe169d4ba72a7,2024-11-22T05:42:39Z,2024-11-22T08:02:25Z,2024-11-22T08:02:24Z,2024-11-22T08:02:24Z,1d4e36696966a5d25680cc8cbbbbe169d4ba72a7,mysql-cdc-connector;base;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/assigner/SnapshotSplitAssigner.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-mysql-cdc/src/main/java/org/apache/flink/cdc/connectors/mysql/source/assigners/MySqlSnapshotSplitAssigner.java,3,223,28,223,2,155,19,155,0,0,0,0,94,64,2,0,1,68,9,68
FLINK-36775,Oracle,,,,Flink CDC,3.0.0,,Flink,1.18.1,,,潜在故障,,2024/11/22 08:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36776,Oracle,,,,Flink CDC,3.0.0,,Flink,1.18.1,,,逻辑故障,数据丢失,2024/11/22 09:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36777,Oracle,,,,Flink CDC,3.0.0,,Flink,1.18.1,,,崩溃故障,,2024/11/22 10:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36778,Oracle,,,,Flink CDC,3.0.0,,Flink,1.18.1,,,逻辑故障,数据丢失,2024/11/22 10:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36790,,,Paimon,,Flink CDC,3.2.1,3.3.0,Flink,1.18.1,,,崩溃故障,,2024/11/26 01:32,2025/1/6 14:31,dca94bdd71bf9872d403e70b5325932e94b4d555,2024-11-26T01:37:12Z,2025-01-06T14:31:14Z,2025-01-06T14:31:13Z,2025-01-06T14:31:13Z,dca94bdd71bf9872d403e70b5325932e94b4d555,paimon-pipeline-connector;reviewed;approved,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/main/java/org/apache/flink/cdc/connectors/paimon/sink/v2/PaimonWriter.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-paimon/src/test/java/org/apache/flink/cdc/connectors/paimon/sink/v2/PaimonSinkITCase.java,9,1256,184,1260,8,1241,181,1245,0,0,0,0,70,87,8,0,1,15,3,15
FLINK-36793,Oracle,,,,Flink CDC,3.2.1,3.4.0,Flink,1.18.1,,,崩溃故障,,2024/11/26 07:08,2025/4/22 12:35,2729ad02d7a44f5b1d3af414a17324d358d5d3f1,2025-01-08T02:35:36Z,2025-04-22T12:35:37Z,2025-04-22T12:35:36Z,2025-04-22T12:35:36Z,2729ad02d7a44f5b1d3af414a17324d358d5d3f1,base;oracle-cdc-connector;sqlserver-cdc-connector;reviewed;approved,flink-cdc-connect/flink-cdc-source-connectors/flink-cdc-base/src/main/java/org/apache/flink/cdc/connectors/base/source/assigner/splitter/JdbcSourceChunkSplitter.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-oracle-cdc/src/main/java/org/apache/flink/cdc/connectors/oracle/source/assigner/splitter/OracleChunkSplitter.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-oracle-cdc/src/test/java/org/apache/flink/cdc/connectors/oracle/source/assigner/splitter/OracleChunkSplitterTest.java;flink-cdc-connect/flink-cdc-source-connectors/flink-connector-sqlserver-cdc/src/main/java/org/apache/flink/cdc/connectors/sqlserver/source/dialect/SqlServerChunkSplitter.java,4,425,70,425,2,301,51,301,2,124,19,124,158,574,2,2,0,0,0,0
FLINK-36804,MySQL,,,,Flink CDC,3.2.0,,Flink,1.18.1,,,崩溃故障,,2024/11/27 05:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36833,,,,,Flink CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36834,,,,,Flink CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36846,,,,,Flink CDC,3.2.1,,Flink,1.18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36852,MySQL,,Paimon,,Flink CDC,3.2.1,,Flink,1.18.1,,,崩溃故障,,2024/12/5 06:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLINK-36854,,,,,Flink CDC,3.2.1,3.3.0,Flink,1.18.1,,,潜在问题,,2024/12/5 10:47,2024/12/17 06:46,39b560e3771d953824cee006625903458f7d9be9,2024-12-05T11:47:27Z,2024-12-17T06:46:27Z,2024-12-17T06:46:26Z,2024-12-17T06:46:26Z,39b560e3771d953824cee006625903458f7d9be9,composer;runtime;e2e-tests;reviewed;approved,flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineComposerITCase.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineComposerLenientITCase.java;flink-cdc-composer/src/test/java/org/apache/flink/cdc/composer/flink/FlinkPipelineTransformITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/TransformE2eITCase.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/PostTransformOperator.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/operators/transform/ProjectionColumn.java;flink-cdc-runtime/src/main/java/org/apache/flink/cdc/runtime/parser/TransformParser.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/transform/PostTransformOperatorTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/operators/transform/UnifiedTransformOperatorTest.java;flink-cdc-runtime/src/test/java/org/apache/flink/cdc/runtime/parser/TransformParserTest.java,4,320,56,320,3,270,49,270,0,0,0,0,82,1252,3,0,1,50,7,50
FLINK-36858,MySQL,,Kafka,,Flink CDC,3.2.1,3.3.0,Flink,1.2,,,崩溃故障,,2024/12/6 07:27,2025/1/13 11:22,a130718c96abbb4273b87411417a26d2487a86ac,2024-12-09T08:42:08Z,2025-01-13T11:22:18Z,2025-01-13T11:22:18Z,2025-01-13T11:22:18Z,a130718c96abbb4273b87411417a26d2487a86ac,e2e-tests;kafka-pipeline-connector;reviewed;approved,flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/pom.xml;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/src/main/java/org/apache/flink/cdc/connectors/kafka/json/ChangeLogJsonFormatFactory.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/src/main/java/org/apache/flink/cdc/connectors/kafka/json/canal/CanalJsonSerializationSchema.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/src/main/java/org/apache/flink/cdc/connectors/kafka/json/debezium/DebeziumJsonSerializationSchema.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/src/main/java/org/apache/flink/cdc/connectors/kafka/serialization/JsonSerializationSchema.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/src/main/java/org/apache/flink/cdc/connectors/kafka/sink/KeySerializationFactory.java;flink-cdc-connect/flink-cdc-pipeline-connectors/flink-cdc-pipeline-connector-kafka/src/main/java/org/apache/flink/cdc/connectors/kafka/utils/JsonRowDataSerializationSchemaUtils.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/pom.xml;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/java/org/apache/flink/cdc/pipeline/tests/MysqlToKafkaE2eITCase.java;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/resources/expectedEvents/mysqlToKafka/canal-json.txt;flink-cdc-e2e-tests/flink-cdc-pipeline-e2e-tests/src/test/resources/expectedEvents/mysqlToKafka/debezium-json.txt,12,944,160,944,4,280,45,280,6,604,106,604,105,1609,4,6,2,60,9,60
